Australian Bureau of Statistics,,,,,
,,,,,
"2021 Census - counting persons, place of usual residence",,,,,
"INGP Indigenous Status, LFSP Labour Force Status and SA3 (UR) by AGE5P Age in Five Year Groups",,,,,
Counting: Person Records,,,,,
,,,,,
Filters:,,,,,
Default Summation,Person Records,,,,
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20401,12
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20402,4
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20403,15
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20501,4
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20502,7
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20503,5
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20504,14
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20505,5
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20601,3
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20602,3
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20603,0
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20604,4
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20605,3
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20606,3
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20607,11
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20701,8
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20702,0
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20703,0
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20801,0
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20802,10
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20803,9
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20804,3
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20901,5
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20902,3
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20903,0
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",20904,13
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21001,6
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21002,5
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21003,4
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21004,6
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21005,13
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21101,13
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21102,3
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21103,6
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21104,0
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21105,16
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21201,14
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21202,4
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21203,11
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21204,9
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21205,0
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21301,0
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21302,11
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21303,3
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21304,11
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21305,5
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21401,13
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21402,17
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21501,10
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21502,8
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21503,9
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21601,0
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21602,0
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21603,13
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21701,0
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21703,0
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",21704,4
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",29797,0
Person Records,Over 15,Torres Strait Islander,"Employed, worked full-time",29999,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20101,14
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20102,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20103,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20201,20
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20202,6
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20203,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20301,7
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20302,25
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20303,8
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20401,5
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20402,11
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20403,11
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20501,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20502,10
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20503,12
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20504,11
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20505,13
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20601,7
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20602,5
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20603,9
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20604,14
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20605,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20606,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20607,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20701,6
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20702,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20703,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20801,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20802,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20803,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20804,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20901,8
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20902,16
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20903,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,20904,10
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21001,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21002,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21003,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21004,10
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21005,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21101,6
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21102,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21103,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21104,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21105,5
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21201,8
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21202,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21203,11
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21204,7
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21205,7
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21301,9
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21302,5
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21303,6
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21304,19
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21305,29
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21401,16
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21402,8
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21501,14
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21502,28
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21503,9
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21601,9
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21602,11
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21603,20
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21701,7
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21703,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,21704,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,29797,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,Not in the labour force,29999,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20101,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20102,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20103,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20201,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20202,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20203,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20301,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20302,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20303,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20401,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20402,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20403,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20501,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20502,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20503,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20504,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20505,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20601,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20602,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20603,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20604,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20605,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20606,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20607,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20701,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20702,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20703,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20801,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20802,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20803,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20804,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20901,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20902,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20903,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",20904,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21001,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21002,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21003,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21004,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21005,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21101,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21102,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21103,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21104,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21105,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21201,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21202,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21203,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21204,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21205,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21301,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21302,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21303,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21304,5
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21305,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21401,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21402,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21501,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21502,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21503,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21601,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21602,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21603,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21701,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21703,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",21704,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",29797,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for part-time work",29999,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20101,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20102,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20103,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20201,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20202,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20203,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20301,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20302,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20303,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20401,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20402,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20403,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20501,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20502,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20503,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20504,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20505,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20601,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20602,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20603,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20604,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20605,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20606,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20607,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20701,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20702,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20703,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20801,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20802,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20803,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20804,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20901,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20902,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20903,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",20904,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21001,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21002,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21003,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21004,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21005,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21101,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21102,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21103,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21104,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21105,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21201,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21202,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21203,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21204,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21205,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21301,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21302,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21303,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21304,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21305,5
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21401,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21402,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21501,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21502,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21503,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21601,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21602,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21603,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21701,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21703,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",21704,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",29797,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Unemployed, looking for full-time work",29999,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20101,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20102,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20103,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20201,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20202,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20203,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20301,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20302,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20303,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20401,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20402,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20403,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20501,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20502,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20503,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20504,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20505,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20601,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20602,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20603,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20604,3
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20605,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20606,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20607,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20701,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20702,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20703,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20801,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20802,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20803,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20804,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20901,4
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20902,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20903,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",20904,6
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21001,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21002,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21003,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21004,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21005,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21101,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21102,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21103,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21104,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21105,5
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21201,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21202,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21203,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21204,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21205,0
Person Records,Over 15,Both Aboriginal and Torres Strait Islander,"Employed, away from work",21301,0
